Sample,COSMIC_ID,Tissue identifier 1,Tissue identifier 2,Cancer Type,Alteration Type,Region identifier
IGR-37,1240153,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
IGR-37,1240153,skin,melanoma,SKCM,Deletion,cnaSKCM5 (PAX5)
IGR-37,1240153,skin,melanoma,SKCM,Deletion,cnaSKCM9
IGR-37,1240153,skin,melanoma,SKCM,Deletion,cnaSKCM17
IGR-37,1240153,skin,melanoma,SKCM,Deletion,cnaSKCM22
IGR-37,1240153,skin,melanoma,SKCM,Deletion,cnaSKCM23
IGR-37,1240153,skin,melanoma,SKCM,Deletion,cnaSKCM24
IGR-37,1240153,skin,melanoma,SKCM,Deletion,cnaSKCM25
IGR-37,1240153,skin,melanoma,SKCM,Deletion,cnaSKCM26
IGR-37,1240153,skin,melanoma,SKCM,Deletion,cnaSKCM27 (CASP1)
IGR-37,1240153,skin,melanoma,SKCM,Deletion,cnaSKCM28
IGR-37,1240153,skin,melanoma,SKCM,Deletion,cnaSKCM30
IM-95,1240155,digestive_system,stomach,STAD,Deletion,cnaSTAD3
IM-95,1240155,digestive_system,stomach,STAD,Deletion,cnaSTAD30
IM-95,1240155,digestive_system,stomach,STAD,Deletion,cnaSTAD41
IM-95,1240155,digestive_system,stomach,STAD,Deletion,"cnaSTAD48 (FAT1,IRF2)"
IPC-298,907171,skin,melanoma,SKCM,Amplification,cnaSKCM14 (NOTCH2)
IST-MEL1,907172,skin,melanoma,SKCM,Amplification,cnaSKCM12 (KRAS)
IST-MES1,907173,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
J82,753566,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA9
J82,753566,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA15 (ASXL1)
J82,753566,urogenital_system,Bladder,BLCA,Amplification,"cnaBLCA19 (ERCC5,ING1,IRS2,TFDP1)"
JHOS-2,1479995,urogenital_system,ovary,OV,Deletion,cnaOV33 (ZFHX3)
JHOS-2,1479995,urogenital_system,ovary,OV,Deletion,cnaOV34
JHOS-2,1479995,urogenital_system,ovary,OV,Deletion,cnaOV39
JHOS-2,1479995,urogenital_system,ovary,OV,Deletion,cnaOV70
JHOS-2,1479995,urogenital_system,ovary,OV,Deletion,cnaOV80
JHOS-2,1479995,urogenital_system,ovary,OV,Deletion,cnaOV82
JHOS-2,1479995,urogenital_system,ovary,OV,Amplification,cnaOV94
JHOS-2,1479995,urogenital_system,ovary,OV,Amplification,cnaOV95 (MECOM)
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV1
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV16
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV17
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV27
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV28
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV29
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV30
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV31 (CREBBP)
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV38
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV41
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV42
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV43 (NF1)
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV44
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV45
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV52
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV53
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV54
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV55
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV58
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV59
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV61
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV62
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV63
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,"cnaOV64 (ARID1B,MAP3K4,MLLT4)"
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV70
JHOS-3,1480358,urogenital_system,ovary,OV,Amplification,cnaOV72 (ASXL1)
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV76
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV77
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV78
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV79
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV81 (RB1)
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV83
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV84
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV85
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV87
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV88
JHOS-3,1480358,urogenital_system,ovary,OV,Deletion,cnaOV102
JHOS-4,1480359,urogenital_system,ovary,OV,Deletion,cnaOV39
JHOS-4,1480359,urogenital_system,ovary,OV,Deletion,cnaOV40
JHOS-4,1480359,urogenital_system,ovary,OV,Deletion,cnaOV52
JHOS-4,1480359,urogenital_system,ovary,OV,Deletion,cnaOV53
JHOS-4,1480359,urogenital_system,ovary,OV,Deletion,cnaOV54
JHOS-4,1480359,urogenital_system,ovary,OV,Deletion,cnaOV55
JHOS-4,1480359,urogenital_system,ovary,OV,Deletion,"cnaOV64 (ARID1B,MAP3K4,MLLT4)"
JHOS-4,1480359,urogenital_system,ovary,OV,Amplification,"cnaOV75 (NR2F2,PCSK6)"
JHU-011,1240161,aero_dig_tract,head and neck,HNSC,Amplification,"cnaHNSC17 (CCND1,CTTN)"
JHU-011,1240161,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC32 (FAT1)
JHU-022,1240162,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC6
JHU-022,1240162,aero_dig_tract,head and neck,HNSC,Amplification,"cnaHNSC17 (CCND1,CTTN)"
JHU-022,1240162,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC20
JHU-022,1240162,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC26
JHU-029,1298156,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC11 (CDKN2A)
JHU-029,1298156,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC32 (FAT1)
JIMT-1,1298157,breast,breast,BRCA,Amplification,"cnaBRCA13 (FGFR1,WHSC1L1)"
JIMT-1,1298157,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
JIMT-1,1298157,breast,breast,BRCA,Deletion,"cnaBRCA32 (PABPC3,SACS,ZMYM2)"
JIMT-1,1298157,breast,breast,BRCA,Deletion,cnaBRCA34
JIMT-1,1298157,breast,breast,BRCA,Deletion,"cnaBRCA36 (FAT1,IRF2)"
JIMT-1,1298157,breast,breast,BRCA,Deletion,cnaBRCA41
JIMT-1,1298157,breast,breast,BRCA,Amplification,cnaBRCA64 (SDHC)
JM1,1327768,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC4 (CDKN2A)
JM1,1327768,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC5
JSC-1,1327769,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC2
K2,1298160,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
KARPAS-1106P,1327773,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC1 (CIITA)
KARPAS-1106P,1327773,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC4 (CDKN2A)
KARPAS-1106P,1327773,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC6
KATOIII,907276,digestive_system,stomach,STAD,Deletion,cnaSTAD6
KATOIII,907276,digestive_system,stomach,STAD,Deletion,cnaSTAD13
KATOIII,907276,digestive_system,stomach,STAD,Amplification,cnaSTAD28 (FOXA2)
KATOIII,907276,digestive_system,stomach,STAD,Amplification,cnaSTAD29 (STK4)
KATOIII,907276,digestive_system,stomach,STAD,Deletion,cnaSTAD30
KATOIII,907276,digestive_system,stomach,STAD,Deletion,cnaSTAD41
KATOIII,907276,digestive_system,stomach,STAD,Amplification,cnaSTAD43 (EGFR)
KATOIII,907276,digestive_system,stomach,STAD,Deletion,cnaSTAD47
KINGS-1,907279,nervous_system,glioma,LGG,Deletion,"cnaLGG1 (BNC2,CDKN2A,JAK2,PSIP1)"
KINGS-1,907279,nervous_system,glioma,LGG,Deletion,cnaLGG14 (CUL2)
KLE,924187,urogenital_system,endometrium,UCEC,Amplification,cnaUCEC11 (CCNE1)
KLE,924187,urogenital_system,endometrium,UCEC,Amplification,cnaUCEC12
KM12,905989,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD19
KM12,905989,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD21
KM12,905989,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD22
KM12,905989,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD33
KM12,905989,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD34
KM12,905989,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD49
KM12,905989,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD54 (SMAD4)
KM12,905989,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD55
KM12,905989,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD56
KM12,905989,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
KMH-2,1298167,thyroid,thyroid,THCA,Amplification,"cnaTHCA7 (ARID4B,FH)"
KMRC-1,1298168,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
KMRC-20,1298169,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
KMRC-20,1298169,kidney,kidney,KIRC,Deletion,cnaKIRC27
KNS-42,907282,nervous_system,glioma,LGG,Deletion,cnaLGG7 (RPL22)
KNS-62,753569,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC3
KNS-62,753569,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC4
KNS-62,753569,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC8
KNS-62,753569,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC16
KNS-62,753569,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC51
KNS-62,753569,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,"cnaLUSC53 (FAS,PTEN)"
KNS-62,753569,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC54
KNS-81-FD,924188,nervous_system,glioma,LGG,Deletion,"cnaLGG1 (BNC2,CDKN2A,JAK2,PSIP1)"
KNS-81-FD,924188,nervous_system,glioma,LGG,Deletion,cnaLGG7 (RPL22)
KNS-81-FD,924188,nervous_system,glioma,LGG,Deletion,cnaLGG14 (CUL2)
KON,1298215,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC6
KON,1298215,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC11 (CDKN2A)
KON,1298215,aero_dig_tract,head and neck,HNSC,Amplification,cnaHNSC14 (ASXL1)
KON,1298215,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC26
KON,1298215,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC29
KOSC-2,753570,aero_dig_tract,head and neck,HNSC,Amplification,cnaHNSC2 (EGFR)
KOSC-2,753570,aero_dig_tract,head and neck,HNSC,Amplification,"cnaHNSC17 (CCND1,CTTN)"
KP-1N,1298216,pancreas,pancreas,PAAD,Amplification,cnaPAAD2 (KRAS)
KP-1N,1298216,pancreas,pancreas,PAAD,Deletion,cnaPAAD4 (CDKN2A)
KP-4,753572,pancreas,pancreas,PAAD,Amplification,cnaPAAD3
KP-4,753572,pancreas,pancreas,PAAD,Deletion,cnaPAAD4 (CDKN2A)
KS-1,907313,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
KU-19-19,907312,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA15 (ASXL1)
KYAE-1,1503368,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA7 (ERBB2)
KYAE-1,1503368,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA9 (EGFR)
KYAE-1,1503368,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA12
KYSE-140,753573,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
KYSE-150,907317,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
KYSE-180,907318,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA9 (EGFR)
KYSE-180,907318,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
KYSE-180,907318,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA14
KYSE-220,1240167,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA2 (KRAS)
KYSE-220,1240167,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA3 (KRAS)
KYSE-220,1240167,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA9 (EGFR)
KYSE-220,1240167,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
KYSE-410,753574,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA4 (FGFR1,WHSC1L1)"
KYSE-410,753574,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA7 (ERBB2)
KYSE-410,753574,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
KYSE-450,907320,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA1
KYSE-450,907320,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA12
KYSE-450,907320,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA14
KYSE-50,1298222,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA2 (KRAS)
KYSE-50,1298222,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA3 (KRAS)
KYSE-50,1298222,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA7 (ERBB2)
KYSE-50,1298222,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA9 (EGFR)
KYSE-50,1298222,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
KYSE-510,907321,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA8 (GNG2,SOS2)"
KYSE-510,907321,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
KYSE-510,907321,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA13 (BLM,CRTC3,IDH2,NR2F2)"
KYSE-520,753575,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA9 (EGFR)
KYSE-520,753575,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA14
KYSE-70,753576,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA14
LB1047-RCC,753577,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
LB1047-RCC,753577,kidney,kidney,KIRC,Deletion,cnaKIRC27
LB2241-RCC,753578,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
LB2518-MEL,753579,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
LB771-HNC,753583,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC6
LB771-HNC,753583,aero_dig_tract,head and neck,HNSC,Deletion,"cnaHNSC28 (ATP1A1,CSDE1,NRAS)"
LB831-BLC,753584,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA13 (SDHC)
LB831-BLC,753584,urogenital_system,Bladder,BLCA,Deletion,"cnaBLCA18 (CHD9,CNOT1,CYLD,MMP2,NUP93)"
LB831-BLC,753584,urogenital_system,Bladder,BLCA,Deletion,cnaBLCA20
LB996-RCC,753585,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
LB996-RCC,753585,kidney,kidney,KIRC,Deletion,cnaKIRC12
LB996-RCC,753585,kidney,kidney,KIRC,Deletion,cnaKIRC13
LB996-RCC,753585,kidney,kidney,KIRC,Deletion,cnaKIRC14
LB996-RCC,753585,kidney,kidney,KIRC,Deletion,cnaKIRC15
LB996-RCC,753585,kidney,kidney,KIRC,Deletion,cnaKIRC16
LB996-RCC,753585,kidney,kidney,KIRC,Deletion,cnaKIRC19
LB996-RCC,753585,kidney,kidney,KIRC,Deletion,cnaKIRC27
LC-1-sq,1298223,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC3
LC-1-sq,1298223,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,"cnaLUSC5 (HRAS,IRF7)"
LC-1-sq,1298223,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC8
LC-1-sq,1298223,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC10 (CDKN2A)
LC-1-sq,1298223,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC15
LC-1-sq,1298223,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC16
LC-1-sq,1298223,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,"cnaLUSC17 (FAT1,IRF2)"
LC-1-sq,1298223,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC25
LC-1-sq,1298223,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC26 (SOX2)
LC-1-sq,1298223,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,"cnaLUSC27 (EIF4A2,RFC4)"
LC-1-sq,1298223,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC30
LC-1-sq,1298223,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,"cnaLUSC32 (BCL11A,REL,XPO1)"
LC-1-sq,1298223,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC49
LC-2-ad,907786,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
LC-2-ad,907786,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD9
LC-2-ad,907786,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD14
LC-2-ad,907786,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD27 (MYC)
LK-2,687787,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,"cnaLUSC14 (CCT5,TERT,TRIO)"
LK-2,687787,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,"cnaLUSC17 (FAT1,IRF2)"
LK-2,687787,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC54
LN-18,1240168,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
LN-18,1240168,nervous_system,glioma,GBM,Deletion,cnaGBM92
LN-18,1240168,nervous_system,glioma,GBM,Deletion,cnaGBM93
LN-18,1240168,nervous_system,glioma,GBM,Deletion,cnaGBM94
LN-18,1240168,nervous_system,glioma,GBM,Deletion,cnaGBM95
LN-229,1240169,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
LN-229,1240169,nervous_system,glioma,GBM,Deletion,"cnaGBM19 (FAT1,IRF2)"
LN-229,1240169,nervous_system,glioma,GBM,Deletion,"cnaGBM68 (CDKN2C,FAF1)"
LN-229,1240169,nervous_system,glioma,GBM,Amplification,cnaGBM122
LN-229,1240169,nervous_system,glioma,GBM,Amplification,cnaGBM123 (EGFR)
LN-405,910694,nervous_system,glioma,GBM,Amplification,"cnaGBM61 (MDM4,PIK3C2B,ZC3H11A)"
LN-405,910694,nervous_system,glioma,GBM,Amplification,cnaGBM63
LN-405,910694,nervous_system,glioma,GBM,Amplification,cnaGBM80 (MYC)
LN-405,910694,nervous_system,glioma,GBM,Amplification,cnaGBM88 (CCNE1)
LN-405,910694,nervous_system,glioma,GBM,Amplification,cnaGBM122
LNCaP-Clone-FGC,907788,urogenital_system,prostate,PRAD,Deletion,"cnaPRAD14 (BMPR1A,FAS,PTEN)"
LNZTA3WT4,1240170,nervous_system,glioma,GBM,Deletion,cnaGBM1
LNZTA3WT4,1240170,nervous_system,glioma,GBM,Amplification,cnaGBM25 (CDK4)
LNZTA3WT4,1240170,nervous_system,glioma,GBM,Deletion,cnaGBM52 (TP53)
LOU-NH91,1298226,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC10 (CDKN2A)
LOU-NH91,1298226,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,"cnaLUSC17 (FAT1,IRF2)"
LoVo,907790,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD11
LoVo,907790,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD19
LoVo,907790,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD49
LoVo,907790,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
LOXIMVI,905974,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
LOXIMVI,905974,skin,melanoma,SKCM,Amplification,cnaSKCM12 (KRAS)
LS-1034,917486,large_intestine,large_intestine,COAD/READ,Amplification,"cnaCOREAD7 (CHD4,WNK1)"
LS-1034,917486,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
LS-123,907792,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD38 (CDKN2A)
LS-123,907792,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD54 (SMAD4)
LS-123,907792,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD55
LS-123,907792,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD56
LS-180,998189,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD11
LS-180,998189,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD33
LS-180,998189,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD49
LS-180,998189,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
LS-411N,907794,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD19
LS-411N,907794,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
LS-513,907795,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD33
LS-513,907795,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD49
LS-513,907795,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
M059J,949094,nervous_system,glioma,GBM,Amplification,cnaGBM71 (SOX2)
MCF7,905946,breast,breast,BRCA,Amplification,cnaBRCA15
MCF7,905946,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
MCF7,905946,breast,breast,BRCA,Amplification,"cnaBRCA27 (CLTC,PPM1D)"
MCF7,905946,breast,breast,BRCA,Amplification,cnaBRCA31
MCF7,905946,breast,breast,BRCA,Deletion,"cnaBRCA36 (FAT1,IRF2)"
MCF7,905946,breast,breast,BRCA,Amplification,cnaBRCA48
MDA-MB-157,925338,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
MDA-MB-157,925338,breast,breast,BRCA,Amplification,cnaBRCA15
MDA-MB-157,925338,breast,breast,BRCA,Amplification,cnaBRCA16
MDA-MB-157,925338,breast,breast,BRCA,Amplification,cnaBRCA31
MDA-MB-157,925338,breast,breast,BRCA,Deletion,"cnaBRCA32 (PABPC3,SACS,ZMYM2)"
MDA-MB-157,925338,breast,breast,BRCA,Deletion,"cnaBRCA36 (FAT1,IRF2)"
MDA-MB-175-VII,908120,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
MDA-MB-175-VII,908120,breast,breast,BRCA,Amplification,cnaBRCA15
MDA-MB-175-VII,908120,breast,breast,BRCA,Amplification,cnaBRCA16
MDA-MB-175-VII,908120,breast,breast,BRCA,Amplification,"cnaBRCA30 (CRNKL1,FOXA2)"
MDA-MB-175-VII,908120,breast,breast,BRCA,Amplification,cnaBRCA31
MDA-MB-175-VII,908120,breast,breast,BRCA,Amplification,cnaBRCA58 (CCND1)
MDA-MB-175-VII,908120,breast,breast,BRCA,Amplification,cnaBRCA64 (SDHC)
MDA-MB-231,905960,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
MDA-MB-330,1330941,breast,breast,BRCA,Amplification,"cnaBRCA5 (GATA3,KLF6,LARP4B,VIM)"
MDA-MB-330,1330941,breast,breast,BRCA,Amplification,"cnaBRCA13 (FGFR1,WHSC1L1)"
MDA-MB-330,1330941,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
MDA-MB-330,1330941,breast,breast,BRCA,Amplification,cnaBRCA31
MDA-MB-330,1330941,breast,breast,BRCA,Deletion,"cnaBRCA32 (PABPC3,SACS,ZMYM2)"
MDA-MB-330,1330941,breast,breast,BRCA,Deletion,cnaBRCA34
MDA-MB-330,1330941,breast,breast,BRCA,Amplification,"cnaBRCA37 (BLM,CRTC3,FANCI,IDH2,NR2F2,PCSK6)"
MDA-MB-330,1330941,breast,breast,BRCA,Deletion,cnaBRCA57
MDA-MB-330,1330941,breast,breast,BRCA,Amplification,cnaBRCA58 (CCND1)
MDA-MB-361,908121,breast,breast,BRCA,Deletion,cnaBRCA18
MDA-MB-361,908121,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
MDA-MB-361,908121,breast,breast,BRCA,Amplification,"cnaBRCA27 (CLTC,PPM1D)"
MDA-MB-361,908121,breast,breast,BRCA,Deletion,cnaBRCA38
MDA-MB-361,908121,breast,breast,BRCA,Amplification,cnaBRCA58 (CCND1)
MDA-MB-415,924240,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
MDA-MB-415,924240,breast,breast,BRCA,Deletion,cnaBRCA57
MDA-MB-415,924240,breast,breast,BRCA,Amplification,cnaBRCA58 (CCND1)
MDA-MB-436,1240172,breast,breast,BRCA,Amplification,cnaBRCA12 (TERT)
MDA-MB-436,1240172,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
MDA-MB-436,1240172,breast,breast,BRCA,Amplification,cnaBRCA48
MDA-MB-453,908122,breast,breast,BRCA,Amplification,cnaBRCA9 (KRAS)
MDA-MB-453,908122,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
