Sample,COSMIC_ID,Tissue identifier 1,Tissue identifier 2,Cancer Type,Alteration Type,Region identifier
SW626,909753,urogenital_system,ovary,OV,Deletion,cnaOV54
SW626,909753,urogenital_system,ovary,OV,Amplification,cnaOV71
SW626,909753,urogenital_system,ovary,OV,Amplification,cnaOV72 (ASXL1)
SW626,909753,urogenital_system,ovary,OV,Amplification,cnaOV73
SW756,724839,urogenital_system,cervix,CESC,Amplification,cnaCESC4 (ASXL1)
SW780,687457,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA15 (ASXL1)
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD11
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD19
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD23
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD24
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD27 (MAP2K4)
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD29 (SMARCA4)
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD30
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD33
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD48
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD49
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD53 (ARFGAP3)
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD54 (SMAD4)
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD55
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD56
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD61
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD62
SW837,909755,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
SW900,724879,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC3
SW900,724879,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC4
SW900,724879,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,"cnaLUSC5 (HRAS,IRF7)"
SW900,724879,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC10 (CDKN2A)
SW900,724879,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC51
SW900,724879,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,"cnaLUSC53 (FAS,PTEN)"
SW900,724879,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC54
SW948,909757,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD19
SW948,909757,large_intestine,large_intestine,COAD/READ,Amplification,"cnaCOREAD35 (FLT3,WASF3)"
SW948,909757,large_intestine,large_intestine,COAD/READ,Amplification,cnaCOREAD36
SW948,909757,large_intestine,large_intestine,COAD/READ,Amplification,"cnaCOREAD37 (ING1,IRS2,TFDP1)"
SW948,909757,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
T-24,724812,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA15 (ASXL1)
T-T,1299064,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA2 (KRAS)
T-T,1299064,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA3 (KRAS)
T-T,1299064,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
T-T,1299064,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA14
T47D,905945,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
T84,909761,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD11
T84,909761,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD33
T84,909761,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD38 (CDKN2A)
T84,909761,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD54 (SMAD4)
T84,909761,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD55
T84,909761,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD56
T98G,687586,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
T98G,687586,nervous_system,glioma,GBM,Deletion,"cnaGBM68 (CDKN2C,FAF1)"
T98G,687586,nervous_system,glioma,GBM,Amplification,cnaGBM125 (AKAP9)
TCCSUP,687459,urogenital_system,Bladder,BLCA,Deletion,"cnaBLCA5 (FAT1,IRF2)"
TCCSUP,687459,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA9
TCCSUP,687459,urogenital_system,Bladder,BLCA,Deletion,cnaBLCA20
TE-10,753622,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
TE-11,946354,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
TE-4,1503371,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA7 (ERBB2)
TE-4,1503371,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA9 (EGFR)
TE-5,735784,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA8 (GNG2,SOS2)"
TE-6,946355,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA7 (ERBB2)
TE-6,946355,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
TE-6,946355,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA14
TE-8,753623,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA9 (EGFR)
TE-8,753623,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
TE-9,946353,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
TE-9,946353,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA12
TE-9,946353,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA14
TGBC11TKB,909770,digestive_system,stomach,STAD,Deletion,cnaSTAD3
TGBC11TKB,909770,digestive_system,stomach,STAD,Deletion,cnaSTAD4
TGBC11TKB,909770,digestive_system,stomach,STAD,Deletion,cnaSTAD7
TGBC11TKB,909770,digestive_system,stomach,STAD,Deletion,cnaSTAD16
TGBC11TKB,909770,digestive_system,stomach,STAD,Deletion,cnaSTAD41
THP-1,909771,leukemia,acute_myeloid_leukaemia,LAML,Deletion,cnaLAML5
TMK-1,1299069,digestive_system,stomach,STAD,Deletion,cnaSTAD16
TMK-1,1299069,digestive_system,stomach,STAD,Deletion,cnaSTAD17 (CDKN2A)
TMK-1,1299069,digestive_system,stomach,STAD,Amplification,cnaSTAD26 (MYC)
TMK-1,1299069,digestive_system,stomach,STAD,Deletion,cnaSTAD30
TMK-1,1299069,digestive_system,stomach,STAD,Deletion,cnaSTAD41
TMK-1,1299069,digestive_system,stomach,STAD,Deletion,cnaSTAD47
TMK-1,1299069,digestive_system,stomach,STAD,Deletion,"cnaSTAD48 (FAT1,IRF2)"
TMK-1,1299069,digestive_system,stomach,STAD,Deletion,cnaSTAD49 (PTEN)
TOV-112D,1299070,urogenital_system,ovary,OV,Deletion,cnaOV38
TOV-112D,1299070,urogenital_system,ovary,OV,Deletion,cnaOV39
TT,930299,thyroid,thyroid,THCA,Deletion,"cnaTHCA3 (FANCG,PAX5)"
U-118-MG,687588,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
U-118-MG,687588,nervous_system,glioma,GBM,Deletion,"cnaGBM19 (FAT1,IRF2)"
U-118-MG,687588,nervous_system,glioma,GBM,Deletion,cnaGBM93
U-118-MG,687588,nervous_system,glioma,GBM,Deletion,cnaGBM94
U-118-MG,687588,nervous_system,glioma,GBM,Deletion,cnaGBM95
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM20
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM31
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM37
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM38
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM39 (HIST1H3B)
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM40
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM41
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM42
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM43
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM44
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM45
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM64
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,"cnaGBM68 (CDKN2C,FAF1)"
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM70
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM91
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM110
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM111
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM112
U-87-MG,687590,nervous_system,glioma,GBM,Deletion,cnaGBM132
U031,905981,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
U031,905981,kidney,kidney,KIRC,Deletion,cnaKIRC10
U251,905983,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
U251,905983,nervous_system,glioma,GBM,Deletion,cnaGBM47
U251,905983,nervous_system,glioma,GBM,Deletion,"cnaGBM68 (CDKN2C,FAF1)"
U251,905983,nervous_system,glioma,GBM,Deletion,cnaGBM93
U251,905983,nervous_system,glioma,GBM,Deletion,cnaGBM94
U251,905983,nervous_system,glioma,GBM,Deletion,cnaGBM95
U251,905983,nervous_system,glioma,GBM,Deletion,cnaGBM134
U251,905983,nervous_system,glioma,GBM,Deletion,cnaGBM135
UACC-257,905977,skin,melanoma,SKCM,Deletion,cnaSKCM1
UACC-257,905977,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
UACC-257,905977,skin,melanoma,SKCM,Deletion,cnaSKCM17
UACC-257,905977,skin,melanoma,SKCM,Deletion,cnaSKCM22
UACC-257,905977,skin,melanoma,SKCM,Deletion,cnaSKCM23
UACC-257,905977,skin,melanoma,SKCM,Deletion,cnaSKCM24
UACC-257,905977,skin,melanoma,SKCM,Deletion,cnaSKCM25
UACC-257,905977,skin,melanoma,SKCM,Deletion,cnaSKCM28
UACC-62,905976,skin,melanoma,SKCM,Deletion,cnaSKCM3
UACC-62,905976,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
UACC-62,905976,skin,melanoma,SKCM,Deletion,cnaSKCM22
UACC-62,905976,skin,melanoma,SKCM,Deletion,cnaSKCM23
UACC-62,905976,skin,melanoma,SKCM,Deletion,cnaSKCM24
UACC-62,905976,skin,melanoma,SKCM,Deletion,cnaSKCM25
UACC-812,910910,breast,breast,BRCA,Amplification,"cnaBRCA10 (MDM2,NUP107)"
UACC-812,910910,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
UACC-812,910910,breast,breast,BRCA,Amplification,"cnaBRCA30 (CRNKL1,FOXA2)"
UACC-812,910910,breast,breast,BRCA,Amplification,cnaBRCA31
UACC-812,910910,breast,breast,BRCA,Deletion,"cnaBRCA32 (PABPC3,SACS,ZMYM2)"
UACC-812,910910,breast,breast,BRCA,Amplification,"cnaBRCA39 (FOXA1,NKX2-1,PSMA6)"
UACC-812,910910,breast,breast,BRCA,Amplification,cnaBRCA61 (NOTCH2)
UACC-812,910910,breast,breast,BRCA,Amplification,cnaBRCA62
UACC-812,910910,breast,breast,BRCA,Amplification,cnaBRCA63
UACC-893,909778,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
UACC-893,909778,breast,breast,BRCA,Deletion,cnaBRCA28 (GPS2)
UACC-893,909778,breast,breast,BRCA,Deletion,cnaBRCA29 (MAP2K4)
UACC-893,909778,breast,breast,BRCA,Amplification,"cnaBRCA39 (FOXA1,NKX2-1,PSMA6)"
UM-UC-3,724838,urogenital_system,Bladder,BLCA,Deletion,"cnaBLCA5 (FAT1,IRF2)"
UM-UC-3,724838,urogenital_system,Bladder,BLCA,Amplification,cnaBLCA23 (MYC)
UWB1.289,1480374,urogenital_system,ovary,OV,Amplification,cnaOV4 (KRAS)
UWB1.289,1480374,urogenital_system,ovary,OV,Amplification,"cnaOV12 (FGFR3,WHSC1)"
UWB1.289,1480374,urogenital_system,ovary,OV,Deletion,cnaOV38
UWB1.289,1480374,urogenital_system,ovary,OV,Deletion,cnaOV39
UWB1.289,1480374,urogenital_system,ovary,OV,Deletion,cnaOV40
UWB1.289,1480374,urogenital_system,ovary,OV,Amplification,cnaOV50
UWB1.289,1480374,urogenital_system,ovary,OV,Amplification,cnaOV51 (MYC)
UWB1.289,1480374,urogenital_system,ovary,OV,Deletion,cnaOV52
UWB1.289,1480374,urogenital_system,ovary,OV,Deletion,cnaOV53
UWB1.289,1480374,urogenital_system,ovary,OV,Deletion,cnaOV54
UWB1.289,1480374,urogenital_system,ovary,OV,Deletion,cnaOV55
UWB1.289,1480374,urogenital_system,ovary,OV,Amplification,cnaOV94
UWB1.289,1480374,urogenital_system,ovary,OV,Amplification,cnaOV95 (MECOM)
UWB1.289,1480374,urogenital_system,ovary,OV,Amplification,cnaOV96
VM-CUB-1,909780,urogenital_system,Bladder,BLCA,Deletion,"cnaBLCA5 (FAT1,IRF2)"
VMRC-LCD,713869,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
VMRC-LCD,713869,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD9
VMRC-LCD,713869,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD28
VMRC-MELG,930301,skin,melanoma,SKCM,Amplification,"cnaSKCM21 (FOXP1,MITF)"
VMRC-MELG,930301,skin,melanoma,SKCM,Deletion,cnaSKCM28
VMRC-RCW,1240224,kidney,kidney,KIRC,Deletion,cnaKIRC5
VMRC-RCW,1240224,kidney,kidney,KIRC,Deletion,cnaKIRC22
VMRC-RCZ,909781,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
VMRC-RCZ,909781,kidney,kidney,KIRC,Deletion,cnaKIRC12
VMRC-RCZ,909781,kidney,kidney,KIRC,Deletion,cnaKIRC13
VMRC-RCZ,909781,kidney,kidney,KIRC,Deletion,cnaKIRC14
VMRC-RCZ,909781,kidney,kidney,KIRC,Deletion,cnaKIRC15
VMRC-RCZ,909781,kidney,kidney,KIRC,Deletion,cnaKIRC22
VMRC-RCZ,909781,kidney,kidney,KIRC,Deletion,cnaKIRC23
VMRC-RCZ,909781,kidney,kidney,KIRC,Deletion,"cnaKIRC24 (FAT1,IRF2)"
WM-115,909784,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
WM-115,909784,skin,melanoma,SKCM,Deletion,cnaSKCM22
WM-115,909784,skin,melanoma,SKCM,Deletion,cnaSKCM23
WM-115,909784,skin,melanoma,SKCM,Deletion,cnaSKCM24
WM-115,909784,skin,melanoma,SKCM,Deletion,cnaSKCM25
WM1552C,1299078,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
WM1552C,1299078,skin,melanoma,SKCM,Deletion,cnaSKCM5 (PAX5)
WM1552C,1299078,skin,melanoma,SKCM,Deletion,cnaSKCM24
WM1552C,1299078,skin,melanoma,SKCM,Deletion,cnaSKCM25
WM1552C,1299078,skin,melanoma,SKCM,Deletion,cnaSKCM28
WM278,1240226,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
WM35,1299080,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
WM793B,1299081,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
WSU-DLCL2,1331050,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC6
YAPC,909904,pancreas,pancreas,PAAD,Amplification,cnaPAAD2 (KRAS)
YAPC,909904,pancreas,pancreas,PAAD,Deletion,cnaPAAD4 (CDKN2A)
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM32
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM33
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM47
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM50
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM51
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM52 (TP53)
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM53
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM54
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM55
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM93
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM94
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM95
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM96 (RET)
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM97
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM98
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM99 (ANK3)
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM100
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM101
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM102
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM103
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM104
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM105
YH-13,909905,nervous_system,glioma,GBM,Deletion,cnaGBM106
YKG-1,687592,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
YKG-1,687592,nervous_system,glioma,GBM,Deletion,"cnaGBM68 (CDKN2C,FAF1)"
YMB-1-E,1303911,breast,breast,BRCA,Amplification,"cnaBRCA8 (CHD4,WNK1)"
YMB-1-E,1303911,breast,breast,BRCA,Amplification,"cnaBRCA10 (MDM2,NUP107)"
YMB-1-E,1303911,breast,breast,BRCA,Amplification,"cnaBRCA13 (FGFR1,WHSC1L1)"
YMB-1-E,1303911,breast,breast,BRCA,Deletion,"cnaBRCA22 (SYNCRIP,ZNF292)"
YMB-1-E,1303911,breast,breast,BRCA,Amplification,cnaBRCA58 (CCND1)
YMB-1-E,1303911,breast,breast,BRCA,Amplification,cnaBRCA62
YMB-1-E,1303911,breast,breast,BRCA,Amplification,cnaBRCA63
ZR-75-30,909907,breast,breast,BRCA,Amplification,cnaBRCA12 (TERT)
ZR-75-30,909907,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
ZR-75-30,909907,breast,breast,BRCA,Amplification,cnaBRCA15
ZR-75-30,909907,breast,breast,BRCA,Amplification,cnaBRCA16
ZR-75-30,909907,breast,breast,BRCA,Deletion,cnaBRCA18
ZR-75-30,909907,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
ZR-75-30,909907,breast,breast,BRCA,Amplification,"cnaBRCA27 (CLTC,PPM1D)"
ZR-75-30,909907,breast,breast,BRCA,Amplification,"cnaBRCA30 (CRNKL1,FOXA2)"
ZR-75-30,909907,breast,breast,BRCA,Amplification,cnaBRCA62
ZR-75-30,909907,breast,breast,BRCA,Amplification,cnaBRCA63
ZR-75-30,909907,breast,breast,BRCA,Amplification,cnaBRCA64 (SDHC)
